,minsssN,LipoaffinityIndex,MDEC-23,maxHsOH,MLFER_A,minHsOH,maxssO,BCUTc-1l,C1SP2,MLogP,VC-5,nHBAcc,minHBint5,hmin,minsOH,ATSc2,BCUTp-1h,XLogP,WTPT-5,minHBint10,Unnamed 0
0,2.51614156635586,11.8309492000147,28.2779319532237,0.469125571668507,0.546,0.469125571668507,6.59300945471691,-0.360525428719967,0.0,3.77,0.230310779878219,1.0,3.09294932945994,-0.436064912543642,9.96894807513101,-0.217040077170915,13.2548590202849,4.666,3.40662817310808,0.0,8.60205999132796
1,2.52124360717219,13.1499739066196,31.0767480441416,0.449125571668507,0.546,0.449125571668507,6.67464210777813,-0.360529915954453,0.0,3.99,0.230310779878219,1.0,2.99775245233854,-0.476881239074254,10.058948075131,-0.217040079210924,13.6176089578304,5.804,3.40664843068092,0.0,8.1249387366083
2,2.4844480437058,10.577177295995,30.9010635919051,0.516533808398307,1.089,0.480712951991006,6.50275080959219,-0.361379117081142,0.0,3.76999999999999,0.174055175658636,1.0,3.12595653774097,-0.401857146103732,9.75288615963683,-0.236030859506515,13.3934528458774,2.964,3.40664372558152,4.68833869623125,8.50863830616573
3,2.51977360411128,13.2127668888098,30.5700011497603,0.456486108858589,0.546,0.456486108858589,6.62214210777813,-0.360529924878524,0.0,3.99,0.123272692346871,1.0,3.02291588308826,-0.452506239074254,10.025028463898,-0.216970114598758,13.0795473458107,6.015,3.40662414915771,0.0,8.4089353929735
4,2.5042173664946,12.48969071493,30.5700011497603,0.473631314067242,0.546,0.473631314067242,6.55281033340172,-0.360530120979038,0.0,3.99,0.123272692346871,1.0,3.10361616904245,-0.414507018552712,9.99334222014745,-0.215098686255004,13.0434535766704,4.462,3.40662414915771,0.0,8.13076828026902
5,2.49542310039514,10.8927217662921,28.2779319532237,0.485712951991006,0.546,0.485712951991006,6.51460242523845,-0.360531017878162,2.0,3.66,0.174055175658636,2.0,3.16422677501034,-0.391653064471079,9.96417467503023,-0.262443298781854,13.3223589899047,2.188,6.42278008612958,0.0,6.30980391997149
6,2.50541908754394,12.6138141871152,37.8037194278054,0.500353725253939,1.089,0.445363515088326,6.1778218018153,-0.361388837203604,0.0,4.31999999999999,0.264010045363804,1.0,0.0,-0.265019681196629,9.82341649368402,-0.163942635344314,13.8053673812359,4.28,3.40815420376503,2.75137643324576,9.0
7,2.4901084745448,10.0239128645582,26.1030647521474,0.499931701991006,0.546,0.499931701991006,6.4443983436058,-0.36053871481542,1.0,3.55,0.154126316347127,1.0,3.22175903222687,-0.356551023654753,9.91073717503023,-0.263507189958039,12.8063597398236,2.993,3.40662817310808,0.0,7.45593195564972
8,0.0,9.24320400238036,33.3082377091945,0.531414483033801,1.089,0.480937736205593,0.0,-0.361388832289706,0.0,3.76999999999999,0.264010045363804,0.0,0.0,0.152922453703703,9.65574937384912,-0.0346632213863618,13.6929629835625,4.378,0.0,4.64381424522757,8.36653154442041
9,0.0,6.10009361878247,34.1117722005128,0.545399822539974,1.089,0.498954317838246,0.0,-0.361669816349034,0.0,3.55,0.28320836825027,2.0,0.0,-0.0252310484378937,9.62584968249109,-0.073807521978579,14.0115217470827,1.723,0.0,4.80285926194084,7.04095860767891
10,2.38902891264682,9.1710511691884,39.2470178165072,0.514339064760111,1.089,0.463380096720979,5.99787471186821,-0.361669821757585,0.0,4.1,0.28320836825027,3.0,0.0,-0.236028751491414,9.793516802326,-0.199970265588502,14.1237878678324,2.258,3.40780953060923,2.77929576410581,6.76447155309245
11,0.0,9.17848901654488,33.197541352771,0.480937736205593,1.089,0.473131613756613,0.0,-0.36137875476808,0.0,3.76999999999999,0.264010045363804,0.0,0.0,0.155381944444444,9.93287530444276,-0.0348071457981482,13.7076574458184,4.378,0.0,0.0,7.45593195564972
12,2.50396866738226,11.6538809480274,18.6191408727674,0.478191929693198,0.546,0.478191929693198,6.50710667693913,-0.360523316571139,0.0,3.66,0.718386229610453,1.0,3.11164589856502,-0.420509356988086,9.90641264429201,-0.21710645328911,13.3516086189674,4.263,3.40653134851293,0.0,7.95860731484177
13,2.51869258676402,12.4904615533172,29.6768937282106,0.459125571668507,0.546,0.459125571668507,6.63382578124752,-0.360527678383813,0.0,3.88,0.230310779878219,1.0,3.04575905416455,-0.456473075808948,10.013948075131,-0.217040079175625,13.4362339630545,5.235,3.40664167815664,0.0,8.58502665202918
14,2.49460798144815,10.8473597535597,27.9486977663575,0.486885791497179,0.546,0.486885791497179,6.50723281072598,-0.360531015409971,2.0,3.66,0.174055175658636,2.0,3.16827919750673,-0.387968257214843,9.96182899601789,-0.2602636716118,13.2806715584197,2.188,6.43723135478947,0.0,6.26600071346161
15,2.50653218130941,11.5687537699995,22.6986935184942,0.484750571668507,0.546,0.484750571668507,6.48148167693913,-0.360523410323344,0.0,3.66,0.123272692346871,1.0,3.1419019481552,-0.396064912543641,9.88549270224112,-0.21697011362905,12.7228598126983,4.648,3.40656761308771,0.0,8.52287874528034
16,2.49007384797608,11.2372938618747,31.9963039174467,0.529241055766146,1.089,0.473631314067241,6.52715446920419,-0.361379121840571,0.0,3.88,0.123272692346871,1.0,3.09146474836905,-0.414507018552712,9.66114511788191,-0.233090891600328,13.0581568569312,3.326,3.40662517287015,0.0,8.56863623584101
17,2.5032799621481,10.9248953124405,20.5076762396815,0.493816929693198,0.546,0.493816929693198,6.4418983436058,-0.36052112363712,0.0,3.55,0.348161910075977,1.0,3.18111846143511,-0.380509356988086,9.8422119640199,-0.217039208290436,12.7228595816119,3.868,3.40652860601664,0.0,8.15490195998574
18,0.0,6.06325294795078,33.7999108969698,0.498954317838246,1.089,0.491148195389266,0.0,-0.361659257005747,0.0,3.55,0.28320836825027,2.0,0.0,-0.0260508786848072,9.89482258335433,-0.0738956866328391,14.0262248794124,1.723,0.0,0.0,6.43651891460559
19,2.50991300129377,10.3327664912577,26.1030647521474,0.481991887176191,0.546,0.481991887176191,6.55847241767987,-0.360524920354824,1.0,3.55,0.250351361212065,1.0,3.16113049759052,-0.402476949580679,9.95529736021541,-0.219297628163867,14.1643581038506,3.358,3.40662817310808,0.0,8.05551732784983
20,2.51755138188905,12.5406399554638,29.3738586216194,0.464750571668507,0.546,0.464750571668507,6.59089210777813,-0.36052768735834,0.0,3.88,0.123272692346871,1.0,3.06312087489534,-0.436881239074254,9.98783838125346,-0.216970114598355,12.9888597662532,5.446,3.40661739663343,0.0,8.52287874528034
21,2.44446340856514,9.83715044674711,33.6859406368506,0.527696699023602,1.089,0.475832353918444,5.93412007734189,-0.361379890281216,0.0,3.88,0.188145650272118,2.0,0.0,-0.176472232493707,9.71092919365128,-0.203496358880548,13.4594975830942,2.72,3.40607753662133,4.62077429695043,8.74472749489669
22,2.50002360585111,11.1459874977977,31.2852551819987,0.513287173639375,1.089,0.477466317232073,6.51869438025729,-0.374909976994081,0.0,3.88,0.174055175658636,2.0,3.11245699890286,-0.410262815733803,9.76398596407142,-0.268678858719671,13.4046837305537,2.387,3.40255121602835,4.66197441977084,8.63827216398241
23,0.0,8.92218554065224,35.3140400558931,0.519604899404162,1.41,0.483784042996861,6.5106246850592,-0.361379104561279,0.0,3.66,0.208075866530624,1.0,3.14973633257311,-0.404892723293021,9.72983623422181,-0.149957531840299,13.4432011832566,2.473,3.00915689212888,-0.453330907212671,8.85387196432176
24,2.36639248815024,10.0531585728717,31.3853186276058,0.515955470574445,1.089,0.480134614167144,6.52903115818565,-0.361379105559971,0.0,3.55,0.211322975283632,2.0,3.13481385602072,-0.411961395286611,9.74832722151087,-0.218522801757912,13.4347745526355,2.304,6.68949539147772,4.68050932927519,9.0
25,2.59463873818581,9.06621368783975,23.4401063020279,0.526102022154979,1.089,0.490281165747678,6.4347227733686,-0.361379103911824,0.0,3.33,0.168633613509522,1.0,3.15482338259029,-0.386546831695641,9.64832695146867,-0.154654329103438,13.0508429705037,2.915,3.4107390768548,1.27210250525182,9.15490195998574
26,2.6094480437058,12.0659359299076,32.5315575341373,0.509589363953863,1.089,0.473768507546562,6.54356713612281,-0.361379106038784,0.0,3.99,0.174055175658636,1.0,3.10013603611163,-0.422265309369038,9.76677504852572,-0.162292109091589,13.4180467675892,3.726,3.40664372558152,4.62719043828303,8.85387196432176
